,Coordenadas_inicio,Coordenadas_fin,Minutos,Nombre_inicio,Nombre_fin
6027,"[39.51799691869397, -0.38740448697052]","[39.47440791602531, -0.35746855235229746]",19.28810510510509,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Avinguda de Suècia, el Pla del Real, València"
6028,"[39.46978645108054, -0.4179520985290079]","[39.48983058163553, -0.3618021235804415]",20.079933933933933,"Camí Vell de Xirivella, Mislata","Carrer de Dolores Marqués, Rascanya, València"
6029,"[39.50993243469007, -0.4683461861015982]","[39.51153697688092, -0.4126631274740333]",23.58335135135135,"V-30, Paterna","Calle de Santiago García, Burjassot"
6030,"[39.450805889216255, -0.370429961122068]","[39.46496380670979, -0.33667601909882944]",11.429480480480484,"Avinguda dels Germans Maristes, Quatre Carreres, València","Carrer de l'Alcalde Cano Coloma, Camins al Grau, València"
6031,"[39.51015507511273, -0.4733313078822931]","[39.51504614174264, -0.42333982937571374]",27.375066066066072,"V-30, Paterna","Calle de Rafael Alberti, Paterna"
6032,"[39.463688134995344, -0.3969807305162377]","[39.496739892699054, -0.38466758474982515]",15.053009009009006,"Carrer de Torís, Patraix, València","Avinguda de Joan XXIII, Benicalap, València"
6033,"[39.44940856561326, -0.3889010239004501]","[39.41644479268144, -0.3847388022288718]",14.317657657657657,"Carrer dels Carters, Jesús, València","Carrer de Pérez Llácer, Alfafar"
6034,"[39.46731576964069, -0.3865482963449126]","[39.487471226537956, -0.3559195894523431]",13.612324324324328,"Carrer del Bon Orde, Extramurs, València","Plaça de l'Urbanista Antonio Sancho, Benimaclet, València"
6035,"[39.508411532761734, -0.4143457663624314]","[39.49773903078533, -0.4466353575175834]",18.981057057057058,"Calle Teodoro Llorente, Burjassot","Carrer de Manises, Paterna"
6036,"[39.477698164379454, -0.37988867101067886]","[39.47001046801474, -0.36196961936472666]",10.405162162162163,"Carrer de l'Hostal de Morella, Ciutat Vella, València","Passeig de l'Albereda, el Pla del Real, València"
6037,"[39.4649420287284, -0.3762831886650509]","[39.47093052121116, -0.4227279707440064]",15.307345345345343,"Carrer de Castelló, l'Eixample, València","V-30, Mislata"
6038,"[39.44856319385922, -0.34122301546216655]","[39.452214820512204, -0.39553317294399865]",18.98339339339339,"Carrera del Riu, Quatre Carreres, València","Avinguda de Gaspar Aguilar, Patraix, València"
6039,"[39.474506236185455, -0.34899037083569767]","[39.44803052520913, -0.3664927521993145]",13.10718018018018,"Avinguda de Blasco Ibáñez, Algirós, València","Carrer del Pintor Sabater, Quatre Carreres, València"
6040,"[39.472298134068815, -0.330016490150732]","[39.520354883100914, -0.3823813023898498]",26.19843843843844,"Carrer d'Escalante, Poblats Marítims, València","Camí Vell de Carpesa a Borbotó, Pobles del Nord, València"
6041,"[39.47807266990407, -0.3860301287792455]","[39.46856529526857, -0.3581668160991549]",10.497507507507503,"Carrer del Doctor Peset Cervera, Extramurs, València","Carrer de Santa Rosa, el Pla del Real, València"
6042,"[39.47164411577861, -0.3920479090203371]","[39.5116651966455, -0.36935505878159325]",20.406846846846847,"Carrer del Literat Gabriel Miró, Extramurs, València","Carpesa, València"
6043,"[39.5092013410512, -0.43797126411088233]","[39.506968370518145, -0.4188507153918732]",24.87313813813813,"Acceso Noroeste de Paterna, Paterna","Carretera Pla del Pou, Paterna"
6044,"[39.425024769433676, -0.39073970217350484]","[39.47822576028259, -0.3781909998641867]",24.63428228228228,"Calle de Lepanto, Alfafar","Carrer d'En Borrás, Ciutat Vella, València"
6045,"[39.45876247546948, -0.4599462613420089]","[39.464652444913206, -0.43617427753913657]",14.946006006006,"Carrer de Sant Hipòlit, Alaquàs","Carrer de Montealegre, Xirivella"
6046,"[39.46134170139654, -0.395586204536952]","[39.488790530781095, -0.3479247449318533]",24.803186186186185,"Carrer de Fontanars dels Alforins, Patraix, València","Camí de Farinós, Benimaclet, València"
6047,"[39.431224264224085, -0.39287910736843806]","[39.527464250455104, -0.3889009606286629]",37.73472972972972,"Avinguda Real de Madrid, Pobles del Sud, València",[Desconocido]
6048,"[39.501198183873896, -0.43932942190944074]","[39.52255915926681, -0.41641492851612444]",13.813645645645646,"Plaça de l'Enginyer Castells, Paterna","Carrer Sant Sebastiá, Godella"
6049,"[39.52036194124325, -0.3867253173270647]","[39.47726520283211, -0.38520473975488967]",18.42671471471471,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Carrer del Túria, Extramurs, València"
6050,"[39.48611909859928, -0.4011457429455707]","[39.49438413088588, -0.34700753498940495]",25.77313513513513,"Avinguda de les Corts Valencianes, Campanar, València","Entrada de Basset, Alboraia / Alboraya"
6051,"[39.497416084508224, -0.44787083934562866]","[39.50885102556507, -0.41332821070274717]",18.12823123123124,"CV-371, Paterna","Carretera de Llíria, Burjassot"
6052,"[39.50202354196938, -0.4167180385400512]","[39.49438413088588, -0.34700753498940495]",32.83564864864866,"Carrer del Miniaturista Messeguer, Pobles de l'Oest, València","Entrada de Basset, Alboraia / Alboraya"
6053,"[39.504772238890375, -0.4208523227586796]","[39.481714200553526, -0.3885892614999255]",14.742513513513522,"Carrer de Felipe Valls, Pobles de l'Oest, València","Avinguda de Menéndez Pidal, Campanar, València"
6054,"[39.510226115136426, -0.4165682541342506]","[39.514019791734235, -0.465604572686942]",21.308864864864866,"Calle Bailén, Burjassot","Calle Villa de Bilbao, Paterna"
6055,"[39.49552273824073, -0.45330595280941166]","[39.51863602581276, -0.47393819336338183]",11.12741141141141,"Parque Fluvial del Turia, Paterna","Calle Ciudad de Barcelona, Paterna"
6056,"[39.50376561696243, -0.4110967772546451]","[39.500378617604426, -0.44601036049976744]",21.42015615615616,"Avenida Virgen de la Cabeza, Burjassot","Avinguda del Testar, Paterna"
6057,"[39.49348732556802, -0.391281070144944]","[39.41911254905993, -0.38985284722000346]",31.399276276276275,"Carrer de la Berbena, Benicalap, València","Calle de San Pascual, Alfafar"
6058,"[39.47064812357031, -0.38422628654248253]","[39.525355756750315, -0.3923364706575807]",21.88357057057057,"Carrer d'Àngel Guimerà, Extramurs, València","Camí Fondo de Borbotó a Massarrojos, Pobles del Nord, València"
6059,"[39.468624649048984, -0.3971083238763115]","[39.49458289847783, -0.3993947834360655]",10.696093093093094,"Avinguda del Cid, l'Olivereta, València","Carrer del Doctor Nicasi Benlloch, Benicalap, València"
6060,"[39.46107856570416, -0.4091111339703011]","[39.48517646411301, -0.3805419828656678]",13.434174174174178,"Carrer dels Llanterners, Patraix, València","Carrer de Rubiols, la Saïdia, València"
6061,"[39.45985520794051, -0.3953441486281083]","[39.527464250455104, -0.3889009606286629]",28.796177177177174,"Plaça de La Safor, Patraix, València",[Desconocido]
6062,"[39.460899346923526, -0.40433481357196005]","[39.46796413634262, -0.34781003907461305]",18.48284384384385,"Avinguda de les Tres Creus, Patraix, València","Carrer de Pepe Alba, Camins al Grau, València"
6063,"[39.44850478227087, -0.32476249006494673]","[39.48941599258249, -0.38717495353658843]",24.29008408408408,"Moll del Túria, Poblats Marítims, València","Carrer del Mondúver, Benicalap, València"
6064,"[39.49358821842114, -0.38163218363866425]","[39.45552301394359, -0.3892713030774837]",16.101573573573585,"Carrer de Pere Cabanes, Benicalap, València","Carrer d'Agustina d'Aragó, Jesús, València"
6065,"[39.50756643692093, -0.4163580005403174]","[39.50586144135261, -0.4446781496783682]",16.76441141141141,"Carrer de Sixto Cámara, Burjassot","Carrer Mare de Déu del Pilar, Paterna"
6066,"[39.48791798383973, -0.3782208360525773]","[39.46696945696871, -0.39813178488958806]",11.886117117117122,"Avinguda de Portugal, la Saïdia, València","Carrer del Músic Ayllón, l'Olivereta, València"
6067,"[39.45517906256073, -0.39958416510202305]","[39.4782994619006, -0.3793456639465195]",11.13967567567567,"Sant Isidre, València","Carrer de Sant Tomàs, Ciutat Vella, València"
6068,"[39.44684201602743, -0.39116377015233733]","[39.46719358516996, -0.3740306873369638]",11.958102102102108,"Carrer de l'Enginyer José Sirera, Jesús, València","Carril Bici de la Ronda Interior, l'Eixample, València"
6069,"[39.44786407925796, -0.379416510599347]","[39.5245461194349, -0.39170575694444953]",32.54248348348348,"Carrera de Malilla, Quatre Carreres, València","Camí Fondo de Borbotó a Massarrojos, Pobles del Nord, València"
6070,"[39.50160638994051, -0.3441112160181943]","[39.45498405286541, -0.40081967014480113]",37.77267267267267,"Carrer dels Ceramistes, Alboraia / Alboraya","Carrer del Doctor Rafael Bartual, Patraix, València"
6071,"[39.46257345888297, -0.3822991446795936]","[39.493749034716714, -0.3866551876758615]",12.166144144144145,"Carrer de Sant Vicent Màrtir, Extramurs, València","Carrer del General Llorens, Benicalap, València"
6072,"[39.50373747250106, -0.41855470329156635]","[39.46689706390658, -0.36883549884276606]",23.345549549549556,"Carrer de Santigo Lope, Pobles de l'Oest, València","Gran Via del Marqués del Túria, l'Eixample, València"
6073,"[39.46474043088764, -0.3672408972884919]","[39.528735491720106, -0.38487558674985933]",26.11029129129129,"Carrer de Borriana, l'Eixample, València","Carrer de Losa del Obispo, Pobles del Nord, València"
6074,"[39.52601705144635, -0.3851278361477963]","[39.50050632006751, -0.3491552809204219]",33.37757057057056,"CV-315, Pobles del Nord, València","Carrer del Miracle dels Peixets, Alboraia / Alboraya"
6075,"[39.45897273744856, -0.3725752792614527]","[39.48636957501465, -0.3772304260437414]",14.311156156156152,"Carrer dels Centelles, l'Eixample, València","Carrer de l'Actor Mora, la Saïdia, València"
6076,"[39.47630571884029, -0.34204251619839465]","[39.49241385956951, -0.3960923515430399]",17.605480480480477,"Avinguda de Santiago Grisolía García, Algirós, València","Carrer de Sant Roc, Benicalap, València"
6077,"[39.47049426284981, -0.33213858854671247]","[39.45702173883478, -0.3707213332954555]",14.00682582582583,"Carrer del Poble Nou de la Mar, Poblats Marítims, València","Carrer de Planas, Quatre Carreres, València"
6078,"[39.52538868345943, -0.3855832735848449]","[39.49395545070226, -0.3949930414889643]",13.87936036036036,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Carril bici Av. Burjassot, Benicalap, València"
6079,"[39.457039291766876, -0.33186753621346593]","[39.463466405168155, -0.3836709707464893]",16.309654654654654,"Carrer del Bello, Poblats Marítims, València","Carrer d'Albacete, Extramurs, València"
6080,"[39.45407197908111, -0.39945553624288616]","[39.502535571092906, -0.4219343383694782]",20.92587387387388,"Avinguda de les Tres Creus, Patraix, València","Carrer del Mariscal Foch, Pobles de l'Oest, València"
6081,"[39.45554468600464, -0.3950402899513686]","[39.4637418143849, -0.33379932065057694]",19.93898798798799,"Carrer de Montesa, Patraix, València","Carrer de Francesc Baldomà, Poblats Marítims, València"
6082,"[39.494913763559595, -0.36396598522077556]","[39.4567494978455, -0.40933361662605905]",21.4644924924925,"Carrer de Manuel Azaña, Rascanya, València","Carrer dels Gremis, Patraix, València"
6083,"[39.468839307675196, -0.3431164176081986]","[39.45737985670101, -0.38685505708961193]",16.17915315315316,"Carrer del Poeta Mas i Ros, Algirós, València","Carrer de l'Uruguai, Jesús, València"
6084,"[39.45486442333416, -0.4048071141179854]","[39.48323981947705, -0.38346257041217907]",15.839192192192192,"Carrer del Professor Àngel Lacalle, Patraix, València","Avinguda de Burjassot, Campanar, València"
6085,"[39.49946211697652, -0.35254811570213596]","[39.467423024510964, -0.32526302675749114]",20.91605405405406,"Carrer de València, Alboraia / Alboraya","el Cabanyal, València"
6086,"[39.45750768115861, -0.3549823350385856]","[39.504286058804766, -0.422410360472322]",27.3563963963964,"Avinguda del Professor López Piñero (Historiador de la Medicina), Quatre Carreres, València","Carrer de Cullera, Pobles de l'Oest, València"
6087,"[39.42212902337455, -0.3896413051490984]","[39.46524563535089, -0.371552289437671]",22.192501501501507,"Calle de Isaac Peral, Alfafar","Carrer de Gregori Mayans, l'Eixample, València"
6088,"[39.51668051882226, -0.4267278823866911]","[39.5103729937542, -0.4159663308053254]",10.331414414414414,[Desconocido],"Calle Doctor Orozco, Burjassot"
6089,"[39.49794867936653, -0.3472538040532035]","[39.460899346923526, -0.40433481357196005]",38.54232732732734,"Passeig d'Aragó, Alboraia / Alboraya","Avinguda de les Tres Creus, Patraix, València"
6090,"[39.447009880849244, -0.33478152369385156]","[39.49873474081511, -0.3907104134753145]",29.1166126126126,"Carrer d'Estivella, Poblats Marítims, València","Carrer de Salvador Cerveró, Benicalap, València"
6091,"[39.520280058256155, -0.3911291869816222]","[39.48805994569779, -0.3934117589484253]",13.68243543543544,"Camí Fondo de Borbotó a Massarrojos, Pobles del Nord, València","Benicalap, València"
6092,"[39.448633258574795, -0.3717663766498211]","[39.452229137204235, -0.3370046340664596]",12.792504504504508,"Carrer de Juan Ramón Jiménez, Quatre Carreres, València","Carrer de les Moreres, Quatre Carreres, València"
6093,"[39.471755499259665, -0.39932638384167923]","[39.5054209428166, -0.3481715122751803]",29.87622222222221,"Carrer de Torres, l'Olivereta, València",[Desconocido]
6094,"[39.50720759494958, -0.35198372261703775]","[39.462175269407695, -0.33580270511268995]",21.771897897897915,[Desconocido],"Carrer de Josep Aguirre, Poblats Marítims, València"
6095,"[39.48529683205275, -0.369123520133334]","[39.45891905549127, -0.368850046097276]",12.057798798798798,"Carrer d'Alboraia, la Saïdia, València","Carrer dels Sapadors, Quatre Carreres, València"
6096,"[39.414225718216784, -0.39214117189646813]","[39.44347006381883, -0.3645937358275204]",19.084225225225225,"CV-412, Alfafar","Carretera de Zorrilla, Quatre Carreres, València"
6097,"[39.4279892710507, -0.3904483033203961]","[39.46751512535775, -0.35590407061796336]",23.479129129129127,"Carrer d'Alacant, Sedaví","Avinguda del Cardenal Benlloch, Camins al Grau, València"
6098,"[39.513398575346976, -0.41287532464936505]","[39.52608192891437, -0.4654328074225065]",20.294579579579583,"Calle Santo Tomás, Burjassot","Calle Onteniente, Paterna"
6099,"[39.464281735199975, -0.34041612598277016]","[39.448633258574795, -0.3717663766498211]",12.909975975975977,"Carrer de Joan Baptista Perales, Camins al Grau, València","Carrer de Juan Ramón Jiménez, Quatre Carreres, València"
6100,"[39.524518932136175, -0.39098981843170344]","[39.470832924019376, -0.33369336350373296]",28.413840840840805,"Camí de Borbotó a Massarrojos, Pobles del Nord, València","Carrer del Poble Nou de la Mar, Poblats Marítims, València"
6101,"[39.45129279176826, -0.3908681664198626]","[39.46943053382229, -0.346173932147825]",17.471693693693698,"l'Hort de Senabre, València","Carrer dels Sants Just i Pastor, Algirós, València"
6102,"[39.485919024205515, -0.3645078751243087]","[39.473140374443346, -0.3262205678056138]",11.45527327327327,"Carrer de Benicarló, la Saïdia, València","Carrer d'En Vicent Guillot ""Tio Bola"", Poblats Marítims, València"
6103,"[39.483712011294095, -0.3775796103409553]","[39.420076255350715, -0.3932056631316413]",30.40495495495496,"Carrer de Lleida, la Saïdia, València","Calle de la Murta, Benetússer"
6104,"[39.49415619156456, -0.389479668223276]","[39.49864955886712, -0.3526222755794281]",24.558459459459456,"Plaça del Músic Fayos, Benicalap, València","Calle de Julio Just, Alboraia / Alboraya"
