Coordenadas_inicio,Coordenadas_fin
"[39.529890290655416, -0.3446547085328336]","[39.43076406597057, -0.4749425326921693]"
"[39.51953960310887, -0.4657029661399871]","[39.44980842544018, -0.3304397147428729]"
"[39.399240740206544, -0.40122126517661105]","[39.51960397381917, -0.41732697393773455]"
"[39.41579575137313, -0.40081291631463056]","[39.53173174195556, -0.3459920120124874]"
"[39.449493777666525, -0.33231774930648283]","[39.52100617391903, -0.4644969666149888]"
"[39.546157148751874, -0.39278299045722537]","[39.4247325382784, -0.42223923619887954]"
"[39.51762712429841, -0.46881839719781887]","[39.453323011223084, -0.33261679240648523]"
"[39.51811291414021, -0.37790504759537497]","[39.39460500414015, -0.4054884815638184]"
"[39.430471753760926, -0.47644624624889265]","[39.530534814431284, -0.34494688320029504]"
"[39.52206452581992, -0.4621291160219042]","[39.40560730873259, -0.4026546709675813]"
"[39.415809293229394, -0.39179310278609597]","[39.533179468521745, -0.356714361630021]"
"[39.45466333329797, -0.3340439162518023]","[39.51588169002356, -0.468672449139379]"
"[39.54824507404544, -0.3977003519844683]","[39.42069759613705, -0.3960025757141194]"
"[39.53147891115288, -0.3546070926893744]","[39.404390940213624, -0.3986020768113077]"
"[39.419582886302244, -0.39146995152342035]","[39.543301213774214, -0.38911921590793797]"
"[39.41664217801183, -0.3940536133911295]","[39.54250646439395, -0.40219560197896204]"
"[39.426726212636346, -0.40210976246354313]","[39.55028583031097, -0.3987587355712293]"
"[39.53833178318189, -0.3853166812781537]","[39.40249143566821, -0.39937790569950965]"
"[39.532864418286046, -0.3862823865428556]","[39.399885219072665, -0.39678627038024467]"
"[39.529611429267064, -0.34283518619475584]","[39.40253307400566, -0.3970027485744539]"
"[39.406139097460674, -0.41237320358561264]","[39.52049894353239, -0.4614882767816685]"
"[39.532158904563715, -0.34030331428949606]","[39.416864919688315, -0.3950032237765783]"
"[39.54725597669203, -0.40076435797516347]","[39.40471367773695, -0.4016108439984623]"
"[39.419219174191916, -0.393011056032191]","[39.533350136176765, -0.34241733858432877]"
"[39.51668736143043, -0.41365549394622597]","[39.395897844997684, -0.39982226106287605]"
"[39.39953880578661, -0.40146428191343697]","[39.51711005134813, -0.36513622457812805]"
"[39.42764673015196, -0.42772069723055484]","[39.55746414566028, -0.40140952057024337]"
"[39.40249143566821, -0.39937790569950965]","[39.52049894353239, -0.4614882767816685]"
"[39.411005335981336, -0.39751742268067375]","[39.51762712429841, -0.46881839719781887]"
"[39.5174146104565, -0.4708230854788548]","[39.403151854540496, -0.404075420042824]"
"[39.42279961783144, -0.43240754670956266]","[39.52597554966445, -0.3430309635879496]"
"[39.446689378625216, -0.33509300573420925]","[39.51762712429841, -0.46881839719781887]"
"[39.54326752038719, -0.4013651780655947]","[39.395897844997684, -0.39982226106287605]"
"[39.521632392049405, -0.34564949125212785]","[39.430471753760926, -0.47644624624889265]"
"[39.42017887387528, -0.39432336930209905]","[39.536800098935224, -0.3522692808404349]"
"[39.53147891115288, -0.3546070926893744]","[39.39460500414015, -0.4054884815638184]"
"[39.40767080505502, -0.4006112165919905]","[39.52789848876493, -0.3560634872261434]"
"[39.39878589321014, -0.40068709614696385]","[39.52132819969902, -0.3912123053091694]"
"[39.543932573973606, -0.39072757055803686]","[39.396500443920964, -0.4006288298772595]"
"[39.40212464660424, -0.40698680227185263]","[39.532169746917106, -0.3533941884762618]"
"[39.54315492965823, -0.39528303320100394]","[39.417018750259494, -0.398507119263242]"
"[39.3979229690769, -0.40666353961869384]","[39.528847820157125, -0.3489069076160588]"
"[39.52907069435053, -0.3559209505868975]","[39.4059887219061, -0.4060320725565165]"
"[39.54824507404544, -0.3977003519844683]","[39.39755168220085, -0.407190382856656]"
"[39.43498192268241, -0.4787377584840876]","[39.53394705998222, -0.3621741126395452]"
"[39.54641885846181, -0.3944601992732235]","[39.42460878045351, -0.42592875896302146]"
"[39.5174146104565, -0.4708230854788548]","[39.446191141998774, -0.3343945276882842]"
"[39.406646145118906, -0.4013479878475601]","[39.54557663512471, -0.3935812789452992]"
"[39.55746414566028, -0.40140952057024337]","[39.43032259693702, -0.4278287752466869]"
"[39.53542876633856, -0.3920810360029342]","[39.402657090313916, -0.391010232042067]"
"[39.54557663512471, -0.3935812789452992]","[39.39916220006564, -0.4029669334657253]"
"[39.53212165007393, -0.38663784093138115]","[39.39916220006564, -0.4029669334657253]"
"[39.549037662824716, -0.398279770441734]","[39.42857682348087, -0.4234232370380275]"
"[39.410081569129204, -0.4011926035056124]","[39.547281574091386, -0.39506047200760114]"
"[39.521178730639036, -0.4691900204096147]","[39.45097267938146, -0.3415161155808974]"
"[39.52784406922854, -0.387465938210401]","[39.399240740206544, -0.40122126517661105]"
"[39.543317314653116, -0.3969429496159682]","[39.39863098323907, -0.39815601425468466]"
"[39.52879349965638, -0.37665423200011255]","[39.40244959958471, -0.4119765346741123]"
"[39.52511293799178, -0.4214461790588131]","[39.40040390171685, -0.4035653388540452]"
"[39.52370821213322, -0.3503093623379937]","[39.40419064645798, -0.4072015680247323]"
"[39.513570846102134, -0.36176956032531715]","[39.39786918438939, -0.40394795125271277]"
"[39.54725597669203, -0.40076435797516347]","[39.4247325382784, -0.42223923619887954]"
"[39.436515218795094, -0.467651452661408]","[39.54515572204451, -0.3896018829988403]"
"[39.39880153954059, -0.413397507971333]","[39.545780131190234, -0.39695383774313814]"
"[39.52555860868315, -0.3841415910935676]","[39.405477835821145, -0.40485813981888097]"
"[39.53110719123404, -0.3440165885846898]","[39.40627407163574, -0.4045397683821774]"
"[39.54268572175751, -0.400079706881878]","[39.42213873719337, -0.42480564606297794]"
"[39.39688091713051, -0.39425381924746966]","[39.52784406922854, -0.387465938210401]"
"[39.403677671007486, -0.40289797594253496]","[39.55190649958408, -0.3979762473501503]"
"[39.44990097910292, -0.3327278341010168]","[39.5174146104565, -0.4708230854788548]"
"[39.433316381901925, -0.46953528132260997]","[39.521027817646214, -0.34731351887607265]"
"[39.5238608136984, -0.382742121519541]","[39.40342526561843, -0.4036847422445982]"
"[39.52056922979915, -0.46727801344150566]","[39.44692234340324, -0.3424605041003396]"
"[39.55190649958408, -0.3979762473501503]","[39.39753695230372, -0.39889817894891205]"
"[39.39547356708542, -0.39725117203010546]","[39.54349326425908, -0.4008743455447512]"
"[39.40218418240248, -0.4033568155122907]","[39.526896381664855, -0.3438781734719812]"
"[39.42922369923734, -0.47747221627742326]","[39.49663646697464, -0.34854568293389687]"
"[39.44191301368272, -0.3315855316156055]","[39.52088028479691, -0.46712372368632493]"
"[39.40253307400566, -0.3970027485744539]","[39.517551432537914, -0.4658384226674696]"
"[39.548129058723056, -0.3996528960850416]","[39.40471367773695, -0.4016108439984623]"
"[39.5273341718733, -0.3437314755420984]","[39.40098728860476, -0.4053794870889823]"
"[39.51625595714772, -0.46738171457968053]","[39.448478563611104, -0.33920282229037096]"
"[39.53362640982559, -0.3801289787796728]","[39.436360587826336, -0.4747341182270032]"
"[39.42801846629001, -0.425832664075527]","[39.546543036974725, -0.39448961612666694]"
"[39.54569346910904, -0.39280514913393055]","[39.41066146992267, -0.40187494802893925]"
"[39.55196142426833, -0.3930455863699091]","[39.425065005276196, -0.3951314568085728]"
"[39.42793921796137, -0.4719766063130607]","[39.51144635903595, -0.3519569992862293]"
"[39.40627407163574, -0.4045397683821774]","[39.52164766904178, -0.45848735261788165]"
"[39.400420466948844, -0.40232756927091806]","[39.51762712429841, -0.46881839719781887]"
"[39.542272877980295, -0.39434672838779017]","[39.40553985243058, -0.407855673540257]"
"[39.44738945940688, -0.3302603926724945]","[39.505824731445074, -0.4754167875658671]"
"[39.40140843734119, -0.405155049348559]","[39.51639048830434, -0.4654289552062113]"
"[39.527550318052114, -0.38255954113842816]","[39.396500443920964, -0.4006288298772595]"
"[39.54725597669203, -0.40076435797516347]","[39.42793921796137, -0.4719766063130607]"
"[39.404390940213624, -0.3986020768113077]","[39.530534814431284, -0.34494688320029504]"
"[39.525521909421634, -0.3523041025723314]","[39.43287610799104, -0.46575230493332875]"
"[39.51372408186351, -0.4585535830479736]","[39.40249143566821, -0.39937790569950965]"
"[39.511052404424525, -0.46624269817716885]","[39.440782479763634, -0.3336414338340276]"
"[39.4620977904284, -0.32951471868844856]","[39.527408418748934, -0.4649085488318755]"
"[39.39753695230372, -0.39889817894891205]","[39.52739665082459, -0.3895422574110892]"
"[39.442412298275244, -0.3381736569991415]","[39.52220991301255, -0.4683848349341491]"
"[39.42345585054675, -0.42737336288649697]","[39.543648632648036, -0.39756039107291097]"
"[39.51989735880697, -0.4654503226142495]","[39.400321564470154, -0.4110027778282725]"
"[39.52958181778179, -0.38949623847251497]","[39.40248083315647, -0.3957414717917019]"
"[39.40249143566821, -0.39937790569950965]","[39.54910683111174, -0.39265537846292453]"
"[39.43344701716507, -0.4706503356838954]","[39.549246456713824, -0.3933452214261512]"
"[39.403677671007486, -0.40289797594253496]","[39.53057352728355, -0.35462923723965367]"
"[39.413781138955684, -0.3911937504574964]","[39.52149788328662, -0.4640555452144247]"
"[39.52970843576125, -0.34684085337276566]","[39.40342526561843, -0.4036847422445982]"
"[39.417720151610204, -0.394268319329914]","[39.54001040389249, -0.3902841419994586]"
"[39.549346912339786, -0.39573031267186615]","[39.426696700463644, -0.47164677946987665]"
"[39.54460051715165, -0.3973219379026097]","[39.40160105738219, -0.40735626531972485]"
"[39.398191736811214, -0.4167385510887538]","[39.52789848876493, -0.3560634872261434]"
"[39.54750866336105, -0.394716967544779]","[39.402657090313916, -0.391010232042067]"
"[39.532864418286046, -0.3862823865428556]","[39.39880153954059, -0.413397507971333]"
"[39.519841639678184, -0.3883095658617767]","[39.39753001111223, -0.41027905816489396]"
"[39.43692972222276, -0.46542535673212554]","[39.528847820157125, -0.3489069076160588]"
"[39.545780131190234, -0.39695383774313814]","[39.394314640129515, -0.4062900486490244]"
"[39.54691400247709, -0.403706016128022]","[39.39753001111223, -0.41027905816489396]"
"[39.437571116401514, -0.47371230834810685]","[39.53257258877801, -0.3549837946988927]"
"[39.40320961206286, -0.39447511716937844]","[39.51597944801847, -0.45437970757217905]"
"[39.40160105738219, -0.40735626531972485]","[39.53090645507136, -0.35245559596912]"
"[39.39460500414015, -0.4054884815638184]","[39.52463781134494, -0.38741819788809484]"
"[39.42542064219842, -0.42994578823825025]","[39.54877550393352, -0.39730087546064446]"
"[39.52811938301254, -0.3545427399378661]","[39.40957299779509, -0.4030496844188387]"
"[39.52241570573696, -0.34902450784213873]","[39.44353863242286, -0.4703100969439444]"
"[39.39460500414015, -0.4054884815638184]","[39.543167702825365, -0.3932065556140217]"
"[39.43528014267745, -0.46695333650252974]","[39.54505955881226, -0.3981004197074211]"
"[39.5081980308451, -0.46427825126969896]","[39.44324409028434, -0.3297992781768407]"
"[39.44193633973268, -0.46126211787942617]","[39.52962429859181, -0.35513870605249537]"
"[39.43493882109987, -0.4715714049487579]","[39.54557663512471, -0.3935812789452992]"
"[39.540235592879256, -0.39238185507436407]","[39.419219174191916, -0.393011056032191]"
"[39.45159692666781, -0.3357932547651507]","[39.51786609832055, -0.47557319877328336]"
"[39.53110719123404, -0.3440165885846898]","[39.425686421821105, -0.4253229453294765]"
"[39.536227291852754, -0.4041139363055994]","[39.40455602856859, -0.4011873949178396]"
"[39.524571036036626, -0.346914166001856]","[39.42793921796137, -0.4719766063130607]"
"[39.4140330359921, -0.3925313391961776]","[39.54641885846181, -0.3944601992732235]"
"[39.52220991301255, -0.4683848349341491]","[39.40627407163574, -0.4045397683821774]"
"[39.42589979160629, -0.4263984750314246]","[39.532158904563715, -0.34030331428949606]"
"[39.399885219072665, -0.39678627038024467]","[39.54569346910904, -0.39280514913393055]"
"[39.42178644141901, -0.39171783543557714]","[39.54236470414093, -0.40288883689884847]"
"[39.40123026754632, -0.40418089229623017]","[39.51614999650855, -0.4635452705350457]"
"[39.464554296941, -0.3283601013384677]","[39.51717786297128, -0.4711776890038121]"
"[39.41325411465148, -0.3922910164856192]","[39.54495241593656, -0.399275569671597]"
"[39.434508224802144, -0.4752898986559559]","[39.50955711814797, -0.3525882402647855]"
"[39.39891211959817, -0.40232496642662946]","[39.54890043763588, -0.39820783897955153]"
"[39.42802573070274, -0.4638802357708295]","[39.52635833538982, -0.3538849340178686]"
"[39.40042737938735, -0.39467236529378147]","[39.53332421464769, -0.378833842268457]"
"[39.4140330359921, -0.3925313391961776]","[39.54272312893839, -0.39336980904926167]"
"[39.53143258901457, -0.35471645745707586]","[39.42793921796137, -0.4719766063130607]"
"[39.54691400247709, -0.403706016128022]","[39.404390940213624, -0.3986020768113077]"
"[39.54569346910904, -0.39280514913393055]","[39.43249037641117, -0.46076697092487257]"
"[39.406139097460674, -0.41237320358561264]","[39.52635833538982, -0.3538849340178686]"
"[39.536227291852754, -0.4041139363055994]","[39.400420466948844, -0.40232756927091806]"
"[39.40135531757874, -0.4073631021913566]","[39.524523853970365, -0.3471393919952513]"
"[39.42555546354461, -0.4744160208246085]","[39.54673196958613, -0.39662815355660974]"
"[39.43590655014353, -0.4712043241372586]","[39.55746414566028, -0.40140952057024337]"
"[39.43344701716507, -0.4706503356838954]","[39.54605755528356, -0.3990870553608558]"
"[39.53067741742397, -0.34602528893601137]","[39.431114685145666, -0.47416470825544665]"
"[39.42588055723262, -0.38740567119576835]","[39.54641885846181, -0.3944601992732235]"
"[39.40160105738219, -0.40735626531972485]","[39.51704616053696, -0.4590877841167819]"
"[39.41325411465148, -0.3922910164856192]","[39.54824507404544, -0.3977003519844683]"
"[39.51382327114241, -0.4592794011404227]","[39.39753001111223, -0.41027905816489396]"
"[39.55027423345744, -0.39533168668226815]","[39.41921962582327, -0.3934771993757876]"
"[39.543648632648036, -0.39756039107291097]","[39.43157024946931, -0.46768966732994893]"
"[39.5220038270267, -0.4087316204495885]","[39.40107646279137, -0.4050829927637215]"
"[39.52397686173308, -0.38885020901919404]","[39.40290943194442, -0.40502345615098523]"
"[39.440743224304526, -0.4728540118691351]","[39.52439796914469, -0.3547178797767479]"
"[39.54574467422274, -0.39461374413564443]","[39.436515218795094, -0.467651452661408]"
"[39.52683093806652, -0.42663699414350104]","[39.39688091713051, -0.39425381924746966]"
"[39.51953960310887, -0.4657029661399871]","[39.40658799316457, -0.4023702855141005]"
"[39.546543036974725, -0.39448961612666694]","[39.43692972222276, -0.46542535673212554]"
"[39.53542876633856, -0.3920810360029342]","[39.404390940213624, -0.3986020768113077]"
"[39.39796428624887, -0.398125634665853]","[39.517388017124595, -0.46825392650765757]"
"[39.55746414566028, -0.40140952057024337]","[39.43449747007856, -0.46662186909892767]"
"[39.428141272781815, -0.38671414458915265]","[39.548129058723056, -0.3996528960850416]"
